cluster_index,lat,lon,wealth,wealthpooled,wealthpooled5country,households,urban_rural
191,-14.821092,35.546806,-0.55395096540451,-0.64607048034668,-0.998553395271301,31,0.0
192,-13.76226,34.448408,1.3245210647583,0.560564160346985,0.326515078544617,29,1.0
193,-15.579211,35.230572,-0.363286375999451,-0.583491802215576,-0.848648071289062,33,0.0
194,-16.116085,35.576128,-0.339778780937195,-0.412852495908737,-0.651079058647156,33,0.0
195,-15.394406,34.654953,0.735569596290588,0.294740498065948,-0.0256623644381762,26,1.0
196,-16.926089,35.219593,-0.228176787495613,-0.393727391958237,-0.737614393234253,28,0.0
197,-14.50828815,35.32159485,-0.422289669513702,-0.536667168140411,-0.852461397647858,31,0.0
198,-14.66212,34.617548,-0.458829045295715,-0.496852070093155,-0.844754159450531,31,0.0
199,-15.610667,34.948001,-0.283128470182419,-0.42631322145462,-0.76941043138504,33,0.0
200,-16.535239,35.017915,-0.537925183773041,-0.635658383369446,-0.891443967819214,29,0.0
201,-12.514626,33.587757,-0.114203333854675,-0.317344725131989,-0.657727539539337,30,0.0
202,-15.930273,35.102216,0.452543348073959,0.233093172311783,-0.0852871239185333,33,0.0
203,-15.708263,35.747846,-0.352506011724472,-0.395154535770416,-0.740091800689697,30,0.0
204,-10.278421,34.142374,-0.15934032201767,-0.30463770031929,-0.534883141517639,31,0.0
205,-11.561003,34.130245,-0.189600318670273,-0.359209775924683,-0.593809008598328,32,0.0
206,-14.926599,34.687141,-0.252578884363174,-0.291801452636719,-0.637849152088165,27,0.0
207,-14.772696,34.90314,-0.416061222553253,-0.405477315187454,-0.747300803661346,33,0.0
208,-14.326654,34.336216,-0.487644851207733,-0.497001528739929,-0.75275731086731,33,0.0
209,-13.939307,34.351485,-0.768733143806458,-0.811997413635254,-1.10292255878448,32,0.0
210,-15.978157,35.652623,-0.313083559274673,-0.378946751356125,-0.716797828674316,31,0.0
211,-15.772096,34.991869,1.39397585391998,0.839680850505829,0.521357297897339,29,1.0
212,-15.425846,35.29907,-0.0288278758525848,-0.157474532723427,-0.48229706287384,33,0.0
213,-15.427932,35.411223,-0.376479059457779,-0.450011640787125,-0.788436472415924,32,0.0
214,-14.160674,35.206921,-0.49677363038063,-0.590217649936676,-0.847799956798553,33,0.0
215,-15.592112,34.518615,1.68843364715576,1.11730062961578,0.807757496833801,30,1.0
216,-15.521965,34.755265,-0.120064839720726,-0.361083298921585,-0.675243675708771,31,0.0
217,-16.934099,35.248573,0.331796079874039,-0.146139472723007,-0.39956071972847,28,1.0
218,-15.33343,35.393138,-0.0784671902656555,-0.22898742556572,-0.475894689559937,32,0.0
219,-12.926376,34.24465,0.800926566123962,0.297322601079941,0.0697625279426575,32,0.0
220,-15.649109,35.173538,-0.387526363134384,-0.512471854686737,-0.86099898815155,33,0.0
221,-15.678931,35.658041,-0.435276061296463,-0.461146593093872,-0.806032836437225,33,0.0
222,-15.364918,34.653801,-0.523942887783051,-0.48588827252388,-0.829943835735321,28,0.0
223,-12.61724,33.527656,-0.431590348482132,-0.510431408882141,-0.850316047668457,29,0.0
