cluster_index,lat,lon,wealth,wealthpooled,wealthpooled5country,households,urban_rural
1,-29.955396,27.425937,0.0014052168698981,0.318756222724915,0.0212566908448935,23,0.0
2,-30.116583,27.981823,-0.801077842712402,-0.344232380390167,-0.663659393787384,23,0.0
3,-29.316173,27.532897,1.29671478271484,1.32357943058014,1.05687546730042,23,1.0
4,-29.335459,27.505372,1.10670733451843,1.13414871692657,0.867244780063629,22,1.0
5,-29.270605,27.608011,0.515525817871094,0.773712694644928,0.510450005531311,24,0.0
6,-29.304966,29.063952,1.07613825798035,0.960725784301758,0.695040881633759,23,1.0
7,-28.861957,28.058154,1.660076379776,1.93650269508362,1.65902233123779,25,1.0
8,-29.818842,27.238029,1.4477835893631,1.67006897926331,1.39307332038879,25,1.0
9,-28.749455,28.425649,0.0338136032223701,0.336858630180359,0.063029058277607,25,0.0
10,-29.353722,27.495006,0.916408121585846,1.03300356864929,0.774301767349243,21,1.0
11,-28.978399,28.212762,-0.22030420601368,0.130849003791809,-0.11119519919157,19,0.0
12,-29.373339,27.561513,0.929579138755798,1.18786323070526,0.914963483810425,24,0.0
13,-29.938046,27.391727,0.583753943443298,0.871775090694427,0.592932879924774,23,0.0
14,-28.718854,28.454501,-0.774965405464172,-0.374082803726196,-0.660279333591461,24,0.0
15,-30.055511,28.784292,-0.669314801692963,-0.330189883708954,-0.660897135734558,23,0.0
16,-28.986749,28.045793,0.0586221739649773,0.455467402935028,0.221758291125298,23,0.0
17,-30.101483,28.679742,0.159695610404015,0.177273333072662,-0.106619939208031,25,1.0
18,-28.927541,27.895555,-0.067400798201561,0.141064882278442,-0.115351878106594,25,0.0
19,-30.016648,28.771026,-1.0730813741684,-0.556768536567688,-0.875995874404907,22,0.0
20,-30.177332,27.441706,0.185184583067894,0.495631098747253,0.247863918542862,24,0.0
21,-29.301286,27.726548,-0.16170260310173,0.153739660978317,-0.157489895820618,23,0.0
22,-29.195971,28.86848,0.383881986141205,0.896821916103363,0.637500643730164,20,0.0
23,-29.550684,27.613199,-0.574367582798004,-0.201969727873802,-0.495371907949448,21,0.0
24,-30.291173,28.016336,-0.157605990767479,0.438051074743271,0.158021420240402,25,0.0
25,-29.433233,27.707631,1.10575115680695,1.25851333141327,0.991977453231812,25,0.0
26,-28.920866,28.129542,0.101021811366081,0.426201403141022,0.176671475172043,22,0.0
27,-30.171129,27.72266,-0.838145613670349,-0.388409823179245,-0.691321849822998,25,0.0
28,-29.824801,27.2436,0.676253616809845,0.633646726608276,0.363462388515472,25,1.0
29,-29.937339,27.537029,-0.0555395483970642,0.10928700864315,-0.159794375300407,22,0.0
30,-28.725736,28.314601,0.365618795156479,1.01636576652527,0.757017850875854,25,0.0
31,-30.11565,28.263409,-0.599331676959991,-0.199391186237335,-0.486440181732178,24,0.0
32,-29.853609,27.392887,0.114492617547512,0.658693492412567,0.384120255708694,23,0.0
33,-29.401793,27.638603,0.306745409965515,0.598652780056,0.371218949556351,24,0.0
34,-29.479667,28.294284,-0.618099987506866,-0.354827374219894,-0.637719213962555,23,0.0
35,-30.11813,28.683692,0.5851970911026,0.54169100522995,0.25965541601181,17,1.0
36,-30.051538,27.938948,-0.790282487869263,-0.0904337912797928,-0.351045817136765,24,0.0
37,-28.774782,28.253056,1.00037574768066,0.914063811302185,0.645609498023987,21,1.0
38,-30.363602,27.501394,-0.12454666942358,0.139514923095703,-0.125103428959846,24,0.0
39,-29.274577,28.883847,-0.737436473369598,-0.383500754833221,-0.676131248474121,20,0.0
40,-29.310006,27.514014,0.54854428768158,0.302650421857834,0.0644314885139465,21,1.0
41,-29.284737,29.208853,-0.962301850318909,-0.665417313575745,-0.960230231285095,22,0.0
42,-30.101006,28.508126,-0.479513585567474,-0.102721236646175,-0.405832141637802,25,0.0
43,-29.148591,27.631904,-0.23454761505127,0.148516938090324,-0.145749464631081,21,0.0
44,-28.840832,28.063241,0.94093269109726,0.854591131210327,0.596088349819183,22,1.0
45,-29.977494,28.959529,-0.845129013061523,-0.482618898153305,-0.801433503627777,20,0.0
46,-29.433091,27.690035,-0.554978311061859,-0.274281114339828,-0.555749237537384,24,0.0
