cluster_index,lat,lon,wealth,wealthpooled,wealthpooled5country,households,urban_rural
268,-3.238045,18.092393,-0.245427936315536,-0.863142371177673,-1.19126844406128,34,1.0
269,-0.57472,21.981951,-0.526473522186279,-0.989163458347321,-1.30459713935852,34,0.0
270,-1.470583,26.445709,-0.0564279444515705,-0.219794511795044,-0.516425013542175,34,1.0
271,-4.059344,16.957174,-0.513238251209259,-0.933358490467072,-1.29184806346893,34,0.0
272,2.98888,30.602269,0.0647735372185707,-0.396399527788162,-0.677352070808411,34,0.0
273,-4.934852,14.135209,0.972896099090576,-0.0306992474943399,-0.335283696651459,31,1.0
274,2.208951,31.189712,-0.197977945208549,-0.420921951532364,-0.772131562232971,34,0.0
275,-2.897977,28.655639,-0.243556469678879,-0.698184072971344,-0.978136658668518,34,0.0
276,4.092481,22.509265,-0.321136981248856,-0.756866872310638,-1.08433163166046,33,0.0
277,-2.223724,25.651635,-0.571180880069733,-0.785653948783875,-1.12492501735687,33,0.0
278,0.261873,29.251575,-0.267846465110779,-0.685201823711395,-1.017094373703,34,0.0
279,-2.331244,28.786161,-0.397351831197739,-0.958734631538391,-1.26186764240265,33,0.0
280,0.786509,20.6052,-0.455509126186371,-1.02358496189117,-1.3377730846405,34,0.0
281,-4.437265,26.659182,0.107562355697155,-0.358855694532394,-0.649158775806427,34,1.0
282,4.261393,18.640027,-0.68154913187027,-0.925324201583862,-1.27428197860718,34,1.0
283,-6.117369,24.536887,-0.442017644643784,-0.867515385150909,-1.191450715065,34,0.0
284,-5.807474,13.058311,1.44699621200562,0.453163176774979,0.149849444627762,34,1.0
285,-0.728697,18.13553,-0.190369412302971,-0.523913025856018,-0.873005092144012,34,1.0
286,-6.723435,23.957207,0.0441149994730949,-0.47300797700882,-0.791995465755463,32,1.0
287,-4.367844,15.292475,3.00999689102173,1.51020812988281,1.21315228939056,32,1.0
288,-2.514267,28.49744,-0.565497934818268,-1.04250490665436,-1.35697817802429,34,0.0
289,-6.468398,22.849344,0.150127053260803,-0.421448647975922,-0.756550490856171,34,1.0
290,-3.963922,29.027,-0.295105874538422,-0.855399489402771,-1.18459343910217,34,0.0
291,-7.183306,23.705778,0.427305281162262,-0.153675764799118,-0.499855041503906,34,1.0
292,-6.19006,28.062627,-0.464676469564438,-0.825797736644745,-1.14567840099335,34,0.0
293,-1.662749,29.194223,1.93633472919464,0.768736660480499,0.466773241758347,34,1.0
294,-5.917018,22.388854,-0.0821170583367348,-0.677845537662506,-0.999831438064575,34,1.0
295,-4.231014,22.679726,-0.608399033546448,-1.03212416172028,-1.35168945789337,31,0.0
296,-5.650048,25.705903,-0.388232052326202,-0.957017302513123,-1.29593706130981,34,0.0
297,-0.753271,18.12221,-0.426729679107666,-0.764578640460968,-1.08686172962189,32,0.0
298,2.64416,27.337259,-0.508345901966095,-0.929479479789734,-1.28735148906708,34,0.0
300,-0.60176,22.29308,-0.363679707050323,-0.770515263080597,-1.05396938323975,34,1.0
301,-4.34853,15.219063,2.85126113891602,1.46190714836121,1.17816770076752,34,1.0
302,-2.756775,22.592029,-0.507982194423676,-0.912242591381073,-1.2578456401825,32,0.0
303,-5.363081,27.151456,-0.545133233070374,-0.893468141555786,-1.24768733978271,34,0.0
304,-4.3315,15.300681,2.70951390266418,1.28116583824158,0.983440220355988,33,1.0
305,-3.1765,29.106016,-0.631591737270355,-0.974374771118164,-1.27939343452454,34,1.0
306,3.180766,27.230437,0.149764716625214,-0.618258357048035,-0.903608620166779,34,0.0
307,2.512463,22.37111,-0.481068521738052,-0.787837147712708,-1.12722146511078,34,0.0
308,-1.629035,27.109588,-0.409215301275253,-0.744073212146759,-1.05535590648651,34,0.0
309,-6.739027,23.966848,-0.250585496425629,-0.45832547545433,-0.794598340988159,31,1.0
310,1.144159,23.597116,-0.528712928295135,-0.726357519626617,-1.05394864082336,34,0.0
311,-5.853857,16.182401,-0.526739120483398,-0.931426882743835,-1.28612172603607,34,0.0
312,4.584438,23.4288,-0.524372637271881,-0.812277317047119,-1.14505553245544,30,0.0
313,-2.83011,18.39174,-0.356520295143127,-0.799744307994843,-1.13651072978973,34,1.0
314,-3.588684,26.682257,-0.406033515930176,-0.573658466339111,-0.896533012390137,34,0.0
315,-6.319712,23.863199,-0.508441209793091,-0.711421012878418,-1.073734998703,34,0.0
316,-10.729997,25.46572,0.960696458816528,-0.0157607197761536,-0.34577664732933,34,1.0
317,-4.355511,15.328969,3.67637038230896,2.07698774337769,1.78022742271423,33,1.0
318,-2.961457,25.906777,0.729505002498627,0.159052401781082,-0.145338356494904,34,1.0
320,-2.938028,25.911308,0.693462133407593,-0.109323866665363,-0.364804238080978,33,1.0
321,-4.377234,15.318822,2.53365182876587,1.20467793941498,0.917616844177246,33,1.0
322,-0.597987,21.080837,-0.480024248361588,-0.885133743286133,-1.22783577442169,33,0.0
324,-6.169799,27.561894,-0.563509404659271,-1.02300643920898,-1.33769917488098,34,0.0
325,-4.379511,15.309661,2.97366571426392,1.40187835693359,1.13208913803101,34,1.0
326,0.51436,25.224014,1.48625731468201,0.626047670841217,0.300723940134048,33,1.0
327,-2.507845,28.853409,2.80496501922607,1.65414118766785,1.38167309761047,33,1.0
328,-4.412052,28.769927,-0.476812660694122,-0.869078695774078,-1.1481876373291,34,0.0
329,-4.765194,22.592063,-0.377343535423279,-0.915725290775299,-1.21366763114929,34,0.0
330,-2.863249,28.993137,0.0422200001776218,-0.334282130002975,-0.629609107971191,34,0.0
331,-4.585395,25.192503,-0.486042350530624,-0.86230456829071,-1.17132067680359,34,0.0
332,-0.171779,29.242112,0.346331179141998,-0.140029728412628,-0.465084135532379,34,1.0
333,-4.8393,21.579257,-0.197848528623581,-0.598300814628601,-0.877891719341278,34,1.0
334,-4.385414,15.266999,2.43057370185852,1.07967579364777,0.790937900543213,32,1.0
335,3.665857,30.338905,-0.28262647986412,-0.72602367401123,-1.06635320186615,34,0.0
337,-6.404643,23.168274,-0.413614243268967,-0.81331866979599,-1.16093242168427,33,0.0
338,-6.756334,19.597925,-0.486676067113876,-0.98587954044342,-1.31033074855804,33,0.0
339,4.378539,19.99591,-0.582571744918823,-1.03317427635193,-1.39605963230133,34,0.0
341,1.244355,21.811382,-0.668911159038544,-1.06180143356323,-1.38239908218384,34,0.0
