cluster_index,lat,lon,wealth,wealthpooled,wealthpooled5country,households,urban_rural
1,5.076585,-2.887155,-0.0737613365054131,0.704634368419647,0.458433240652084,30,0.0
2,5.286215,-2.763417,0.729684114456177,1.39081907272339,1.16089940071106,29,1.0
3,4.916464,-2.17421,-0.163174137473106,0.731193661689758,0.518742918968201,29,0.0
4,4.914636,-1.781184,1.21196687221527,1.80724608898163,1.58404898643494,29,1.0
5,4.924901,-1.75395,0.772956550121307,1.42220866680145,1.21565055847168,29,1.0
6,4.905608,-1.761455,1.84217858314514,2.13771796226501,1.90916693210602,29,1.0
7,4.937923,-1.717538,0.638994157314301,1.17567753791809,0.96873676776886,24,1.0
8,4.94752,-1.763385,0.569276332855225,1.26503217220306,1.04860830307007,30,1.0
9,4.963866,-1.715126,1.11235964298248,1.54584872722626,1.32070350646973,28,0.0
10,5.043128,-1.668516,-0.13964556157589,0.57743513584137,0.343024998903275,27,1.0
11,5.559759,-1.695968,0.285154789686203,1.10037410259247,0.880257785320282,23,0.0
12,5.412523,-2.059953,0.27032482624054,0.956161916255951,0.733612418174744,29,0.0
13,5.925286,-2.059932,-0.399536430835724,0.505655169487,0.278270095586777,28,0.0
14,5.62749,-2.545932,0.40959894657135,1.15754866600037,0.930181562900543,29,1.0
15,5.904816,-2.616902,-0.753398537635803,-0.473954677581787,-0.684735357761383,27,0.0
16,6.227638,-2.490801,-0.0550841391086578,0.784134149551392,0.574646234512329,29,0.0
17,6.235093,-2.269811,0.673266410827637,1.38246238231659,1.15081989765167,28,1.0
18,6.314155,-2.300102,-0.290268570184708,0.528419315814972,0.308109074831009,28,0.0
19,6.609328,-3.216545,-0.658880710601807,-0.087914764881134,-0.317523092031479,29,0.0
20,6.052217,-2.994307,-0.737344086170197,-0.242654740810394,-0.473737001419067,27,0.0
21,5.101655,-1.330583,1.3891818523407,1.76872682571411,1.53479564189911,27,1.0
22,5.104308,-1.41055,0.154752746224403,0.927268147468567,0.702285706996918,29,0.0
23,5.106839,-1.256099,0.40020677447319,1.03600537776947,0.813077628612518,28,1.0
24,5.286915,-1.160398,-0.227520689368248,0.697900533676147,0.488010704517365,29,0.0
25,5.184278,-1.116903,-0.15682153403759,0.4418004155159,0.221545651555061,26,1.0
26,5.365915,-1.018206,-0.358886390924454,0.549660742282867,0.369944483041763,25,0.0
27,5.406138,-0.983723,0.10036800801754,0.713993906974792,0.4959557056427,30,1.0
28,5.345211,-0.875455,-0.173979580402374,0.641938745975494,0.43347430229187,24,0.0
29,5.334926,-0.624187,0.209978148341179,0.879061222076416,0.647870540618896,27,1.0
30,5.510204,-0.480198,0.620392680168152,1.11747014522552,0.886109411716461,26,1.0
31,5.476133,-0.590541,0.172831326723099,0.79132604598999,0.556406319141388,30,0.0
32,5.714921,-0.605278,-0.492639988660812,0.260778039693832,0.0369644090533257,29,0.0
33,5.603112,-0.617986,-0.199026554822922,0.542589366436005,0.315285474061966,29,1.0
34,5.624372,-0.786553,0.150140345096588,0.918229460716248,0.693777740001678,29,1.0
35,5.592052,-0.959508,-0.29210963845253,0.452309519052505,0.249689429998398,29,0.0
36,5.610134,-1.404217,-0.45940500497818,0.461695492267609,0.253537654876709,28,0.0
37,5.705476,-1.299705,0.226519629359245,0.780289709568024,0.567379772663116,27,1.0
38,5.841057,-1.544618,-0.607907235622406,-0.128942668437958,-0.34420645236969,29,0.0
39,5.973239,-1.913279,0.476813942193985,1.1623307466507,0.927178800106049,28,0.0
40,5.221729,-1.032035,-0.585920691490173,0.277824103832245,0.0433783903717995,30,0.0
41,5.537801,-0.419876,0.639976024627686,1.09292960166931,0.857681572437286,30,1.0
42,5.511548,-0.393308,0.523509323596954,1.15260457992554,0.906339049339294,30,0.0
43,5.551125,-0.410117,0.932761430740356,1.47852087020874,1.23881590366364,28,1.0
44,5.578178,-0.331812,0.845452845096588,1.45548272132874,1.22342050075531,28,1.0
45,5.685912,-0.29253,0.771563649177551,1.35706400871277,1.13646149635315,30,1.0
46,5.525198,-0.244136,0.509574234485626,1.13390254974365,0.913441598415375,26,1.0
47,5.53791,-0.252798,1.64954519271851,1.94339287281036,1.71530365943909,27,1.0
48,5.555593,-0.248313,0.829456686973572,1.57898879051208,1.35466969013214,30,1.0
49,5.538074,-0.212698,0.791123569011688,1.21897161006927,1.00670683383942,28,1.0
50,5.559224,-0.183308,1.17537558078766,1.76021814346313,1.53875505924225,27,1.0
51,5.590005,-0.191394,0.622189581394196,1.36075365543365,1.13512682914734,25,1.0
52,5.584163,-0.200022,0.83820104598999,1.45123374462128,1.23583126068115,28,1.0
53,5.590997,-0.219819,1.59128630161285,1.99252116680145,1.75747382640839,27,1.0
54,5.594993,-0.236656,0.836913347244263,1.54211354255676,1.31893706321716,27,1.0
55,5.603153,-0.241945,1.1770613193512,1.61321914196014,1.39582777023315,29,1.0
56,5.601165,-0.221926,1.34477555751801,1.98610043525696,1.76096332073212,27,1.0
57,5.752222,-0.131828,1.23953902721405,1.5965918302536,1.36560797691345,29,0.0
58,5.585294,-0.120731,1.00508689880371,1.60971105098724,1.38331031799316,29,1.0
59,5.697115,-0.036779,0.267877668142319,1.08443927764893,0.878662705421448,30,1.0
60,5.708008,-0.041277,1.82203102111816,2.09009432792664,1.8505392074585,28,1.0
61,5.657545,0.03023,0.610434830188751,1.1313271522522,0.898010849952698,29,1.0
62,5.603454,-0.287292,1.19576811790466,1.77573144435883,1.54276978969574,27,1.0
63,5.570482,-0.1804,0.404382765293121,1.02595019340515,0.811437249183655,29,1.0
64,5.684248,-0.189101,0.999087393283844,1.62162888050079,1.39903926849365,27,1.0
65,5.705021,0.101516,0.424204140901566,1.21250832080841,0.979820013046265,29,1.0
66,5.976091,0.530547,0.190687775611877,1.05759251117706,0.8293137550354,27,0.0
67,5.793879,0.888437,0.413126319646835,1.07159733772278,0.864316523075104,30,1.0
68,5.999507,0.840533,-0.2130346596241,0.661106467247009,0.430246770381927,30,0.0
69,6.107924,1.175662,0.629546403884888,1.23698568344116,1.02254033088684,25,1.0
70,6.066293,0.879789,-0.0597644820809364,0.83564966917038,0.613255143165588,29,0.0
71,6.135754,0.786568,0.460166901350021,1.08667623996735,0.8730588555336,29,1.0
72,6.111477,0.82622,-0.499952763319016,0.400543332099915,0.143423482775688,29,0.0
73,6.56584,0.38656,-0.137787997722626,0.561984121799469,0.311967223882675,30,0.0
74,6.646115,0.489356,0.355040341615677,1.25882041454315,1.02541565895081,30,1.0
75,6.682975,0.329678,0.432689994573593,1.12489712238312,0.907675802707672,29,0.0
76,7.146477,0.480015,0.517396569252014,1.22762215137482,1.01516079902649,29,1.0
