cluster_index,lat,lon,wealth,wealthpooled,wealthpooled5country,households,urban_rural
1,6.132719,1.219794,1.08081388473511,1.24092078208923,0.944789886474609,28,1.0
2,6.190756,1.377195,1.13980484008789,1.22589480876923,0.986548960208893,29,1.0
3,6.144871,1.28707,1.62532210350037,1.10722219944,0.813238859176636,29,1.0
4,10.018775,0.990037,-0.859504818916321,-0.434590190649033,-0.741381108760834,29,0.0
5,6.259177,1.204894,0.779228925704956,1.1037894487381,0.7960324883461,28,1.0
6,7.425703,0.861564,-0.54271411895752,-0.0339021533727646,-0.310689181089401,29,0.0
7,6.181958,1.2318,1.35155212879181,1.33994054794312,1.10004436969757,28,1.0
8,10.652328,0.254152,-0.919093012809753,-0.360715329647064,-0.64105886220932,30,0.0
9,6.84315,0.598886,-0.156250685453415,0.335616677999496,0.0561120584607124,29,0.0
10,6.165506,1.292967,1.07897305488586,1.07345604896545,0.782524943351746,26,1.0
11,6.499863,1.477374,-0.538804829120636,-0.652518808841705,-1.00156116485596,29,0.0
12,8.045369,0.864653,-0.772161662578583,-0.266602098941803,-0.590333819389343,30,0.0
13,7.081201,0.698591,-0.391516298055649,-0.098628468811512,-0.407120794057846,27,0.0
14,11.09758,0.015057,0.609951019287109,0.624570429325104,0.361434280872345,30,1.0
15,10.24549,0.887026,-0.827753007411957,-0.42125791311264,-0.752067923545837,30,0.0
16,6.890304,0.850476,-0.401667594909668,-0.434839516878128,-0.722451388835907,29,0.0
17,6.276244,1.167226,0.293734490871429,1.1275577545166,0.834348857402802,29,0.0
18,7.204395,1.415632,-0.713666677474976,-0.769468545913696,-1.07730758190155,30,0.0
19,6.497285,1.612827,-0.33576887845993,0.203437373042107,-0.0708081647753716,27,0.0
20,6.194336,1.169236,1.22633361816406,1.18644785881042,0.899677217006683,25,1.0
21,6.213159,1.235409,1.19982898235321,1.28431367874146,1.01520073413849,29,1.0
22,8.18396,1.117103,-0.550908625125885,-0.0359027311205864,-0.296347469091415,29,0.0
23,6.83535,1.241812,-0.75897341966629,-0.5578253865242,-0.835607707500458,29,0.0
24,10.650402,0.349415,-0.936847686767578,-0.369897276163101,-0.672400832176208,30,0.0
25,6.31155,1.172174,-0.104313999414444,0.355533719062805,0.0590294301509857,30,0.0
26,6.226995,1.178773,1.18164551258087,1.18902063369751,0.903249859809875,27,1.0
27,7.439093,1.158153,-0.135899260640144,0.55959540605545,0.304959923028946,27,0.0
28,7.592824,0.607451,0.576874852180481,0.935569822788239,0.645768165588379,29,1.0
29,6.154253,1.25701,0.68075966835022,1.02868735790253,0.727054595947266,29,1.0
30,7.333311,1.612121,-0.469086915254593,-0.0040835328400135,-0.355702608823776,26,0.0
31,6.15061,1.262807,0.924675166606903,1.25476837158203,0.939523756504059,27,1.0
32,8.571908,0.993859,0.109070666134357,0.536649942398071,0.265782475471497,30,1.0
33,6.173442,1.239022,1.53754484653473,1.49234330654144,1.19430387020111,29,1.0
34,7.118161,0.635901,-0.373797923326492,-0.149806469678879,-0.48582249879837,29,0.0
35,7.528542,1.123145,0.804727673530579,0.937429189682007,0.673765361309052,26,1.0
36,10.357257,0.472614,0.274834841489792,0.46856951713562,0.167497366666794,29,1.0
37,6.133801,1.224685,1.38150656223297,1.49442493915558,1.2361775636673,29,1.0
38,6.170801,1.298058,1.09958672523499,1.25234568119049,0.977160155773163,28,1.0
